voyageID,voyage,port,whaling_ground,sealing_ground,year,whales,whale_oil,seals,seal_oil,whales_other,source,masterID,master_unc,master,vesselID,vessel,vessel_type,tonnage,notes
SV3048,Victor : 1870,Dundee,Only sealing,East Greenland,1870,,,11517,143,,,SM0186,,Gravill,SS282,Victor,steamer,278,
SV3049,Active : 1870,Peterhead,East Greenland,East Greenland,1870,0.5,5,1964,43,,,SM0298,,"Martin, J, Sr",SS005,Active,sailing vessel,380,"Sail not able to compete with steam becoming increasingly apparent. Neither are P'head owners able/prepared to challenge Dundee – following Aberdeen’s lead, they do attempt to develop C Gulf as an 'affordable' alternative in order to keep industry in P'head."
SV3055,Alert : 1870,Peterhead,Cumberland Gulf,,1870,,,,,,,SM0317,,"Milne, Frances",SS012,Alert,sailing vessel,130,Refer to SAW. CG.
SV3050,Alibi : 1870,Peterhead,Only sealing,East Greenland,1870,,,4132,59,,,SM0284,,"Mackie, T",SS020,Alibi,sailing vessel,338,
SV3051,Eclipse : 1870,Peterhead,Only sealing,East Greenland,1870,,,12987,193,,,SM0190,,"Gray, D",SS077,Eclipse,steamer,295,Reward for Gray family's initiative (acceptance of costs and risks associated with steam). A newspaper reports that he 'was not discouraged and continued to plough a lone furrow between the Liverpool coast and Spitzbergen [EG].'
SV3059,Jan Mayen : 1870,Peterhead,Only sealing,East Greenland,1870,,,4796,85,,,SM0397,,"Salmon, W",SS135,Jan Mayen,steamer,233,CG - Then to OW.
SV3061,Labrador : 1870,Peterhead,Only sealing,East Greenland,1870,,,9500,95,,,SM0563,,"Walker, A",SS152,Labrador,steamer,266,Had sailed from London - H Bay Co.
SV3052,Mazinthien : 1870,Peterhead,Only sealing,East Greenland,1870,,,6900,128,,,SM0197,,"Gray, J, Jr",SS176,Mazinthien,steamer,408,Reward for Gray family's initiative (acceptance of costs and risks associated with steam). A newspaper reports that he 'was not discouraged and continued to plough a lone furrow between the Liverpool coast and Spitzbergen [EG].'
SV3056,Perseverance : 1870,Peterhead,Cumberland Gulf,,1870,,,,,,,SM0136,,"Davidson, C",SS202,Perseverance,sailing vessel,163,Refer to SAW. CG.
SV3053,Polar Star : 1870,Peterhead,Only sealing,East Greenland,1870,,,2277,30,,,SM0007,,"Aiken, A",SS205,Polar Star,sailing vessel,215,
SV3057,Queen : 1870,Peterhead,Cumberland Gulf,,1870,,,,,,,SM0062,,"Brown, G",SS218,Queen,sailing vessel,379,Refer to SAW. CG.
SV3060,Triumph : 1870,Peterhead,Cumberland Gulf,,1870,,,,,,,SM0000,,Unknown,SS275,Triumph,sailing vessel,119,Refer to SAW. To C Gulf OW??
SV3054,Windward : 1870,Peterhead,East Greenland,East Greenland,1870,0.5,5,7404,82,,,SM0561,,"Seller, W",SS289,Windward,steamer,321,
SV3058,Xanthus : 1870,Peterhead,Cumberland Gulf,,1870,,,,,,,SM0316,,"Milne, Forbes",SS291,Xanthus,sailing vessel,217,Refer to SAW. CG.
SV3062,Arctic : 1871,Dundee,Davis Strait,East Greenland,1871,37,240,17639,160,,Dundee Advertiser,SM0003,,Adams,SS024,Arctic,steamer,434,
SV3063,Camperdown : 1871,Dundee,Davis Strait,East Greenland,1871,12,130,2520,24,,,SM0067,,Bruce,SS043,Camperdown,steamer,424,
SV3064,Erik : 1871,Dundee,Davis Strait,East Greenland,1871,21,205,3493,39,,,SM0507,,"Walker, J",SS092,Erik,steamer,412,
SV3065,Esquimaux : 1871,Dundee,Davis Strait,East Greenland,1871,16,178,14250,124,,Dundee Advertiser,SM0542,,"Yule, C",SS095,Esquimaux,steamer,436,Dundee Advertiser 16 Oct 1871
SV3066,Intrepid : 1871,Dundee,Davis Strait,Only whaling,1871,24,158,,,,,SM0428,,Souter,SS130,Intrepid,steamer,434,
SV3067,Narwhal : 1871,Dundee,Davis Strait,East Greenland,1871,8,78,5080,56,,,SM0278,,"M'Lennan, J",SS183,Narwhal,steamer,434,
SV3068,Polynia : 1871,Dundee,Davis Strait,East Greenland,1871,8,100,5630,63,,,SM0549,,"Walker, W, (Jr?)",SS207,Polynia,steamer,358,
SV3069,Ravenscraig : 1871,Dundee,Davis Strait,East Greenland,1871,7,74,3227,39,,,SM0015,,Allan,SS225,Ravenscraig,steamer,558,
SV3070,Tay : 1871,Dundee,Only sealing,East Greenland,1871,,,5683,67,,,SM0200,,Greig,SS261,Tay,steamer,455,"One of two Dundee ships operating at EG only - the only port now willing and able to pursue all opportunities, given the effectiveness of their steamers, and recent catches on both grounds, although destroying the stocks in the process."
SV3071,Victor : 1871,Dundee,Only sealing,East Greenland,1871,,,6970,80,,,SM0186,,Gravill,SS282,Victor,steamer,278,"One of two Dundee ships operating at EG only - the only port now willing and able to pursue all opportunities, given the effectiveness of their steamers, and recent catches on both grounds, although destroying the stocks in the process."
SV3072,Active : 1871,Peterhead,East Greenland,East Greenland,1871,1,13,6619,74,,,SM0298,,"Martin, J, Sr",SS005,Active,steamer,380,
SV3083,Alert : 1871,Peterhead,Cumberland Gulf,,1871,,,,,,,SM0317,,"Milne, Frances",SS012,Alert,sailing vessel,130,Refer to SAW. CG - marks zenith of P'head's involvement in C Gulf.
SV3073,Alibi : 1871,Peterhead,Only sealing,East Greenland,1871,,,3625,52,,,SM0284,,"Mackie, T",SS020,Alibi,sailing vessel,338,
SV3074,Eclipse : 1871,Peterhead,East Greenland,East Greenland,1871,3,20,10942,165,,,SM0190,,"Gray, D",SS077,Eclipse,steamer,295,
SV3079,Jan Mayen : 1871,Peterhead,Cumberland Gulf,,1871,,,,,,,SM0397,,"Salmon, W",SS135,Jan Mayen,steamer,233,Refer to SAW. CG - marks zenith of P'head's involvement in C Gulf.
SV3075,Labrador : 1871,Peterhead,Only sealing,East Greenland,1871,,,9000,102,,,SM0188,,"Gray, A",SS152,Labrador,steamer,266,
SV3076,Mazinthien : 1871,Peterhead,East Greenland,East Greenland,1871,1,21,5800,88,,,SM0197,,"Gray, J, Jr",SS176,Mazinthien,steamer,408,
SV3084,Perseverance : 1871,Peterhead,Cumberland Gulf,,1871,,,,,,,SM0330,,"Murray, A",SS202,Perseverance,sailing vessel,163,Refer to SAW. CG - marks zenith of P'head's involvement in C Gulf.
SV3077,Polar Star : 1871,Peterhead,Only sealing,East Greenland,1871,,,6751,69,,,SM0275,,"M'Dougal, D",SS205,Polar Star,sailing vessel,215,
SV3080,Queen : 1871,Peterhead,Cumberland Gulf,,1871,,,,,,,SM0062,,"Brown, G",SS218,Queen,sailing vessel,379,Refer to SAW. CG - marks zenith of P'head's involvement in C Gulf.
SV3081,Triumph : 1871,Peterhead,Cumberland Gulf,,1871,,,,,,,SM0376,?,"Reid, J",SS275,Triumph,sailing vessel,119,Refer to SAW. CG - marks zenith of P'head's involvement in C Gulf.
SV3078,Windward : 1871,Peterhead,Only sealing,East Greenland,1871,,,8978,125,,,SM0561,,"Seller, W",SS289,Windward,steamer,321,
SV3082,Xanthus : 1871,Peterhead,Cumberland Gulf,,1871,,,,,,,SM0316,,"Milne, Forbes",SS291,Xanthus,sailing vessel,217,Refer to SAW. CG - marks zenith of P'head's involvement in C Gulf.
SV3085,Arctic : 1872,Dundee,Davis Strait,East Greenland,1872,15,192,7886,75,,,SM0003,,Adams,SS024,Arctic,steamer,434,
SV3086,Camperdown : 1872,Dundee,Davis Strait,East Greenland,1872,25,158,3220,40,,,SM0186,,Gravill,SS043,Camperdown,steamer,424,
SV3087,Diana : 1872,Dundee,Only sealing,East Greenland,1872,,,1482,23,,,SM0249,,Kilgour,SS062,Diana,steamer,103,"Small - Dundee owner attempts to also take advantage of recent steamer success at EG sealing, but only minimum investment."
SV3088,Erik : 1872,Dundee,Davis Strait,East Greenland,1872,5,65,6993,62,,,SM0507,,"Walker, J",SS092,Erik,steamer,412,
SV3089,Esquimaux : 1872,Dundee,Davis Strait,East Greenland,1872,12,95,5210,56,,,SM0542,,"Yule, C",SS095,Esquimaux,steamer,436,
SV3090,Intrepid : 1872,Dundee,Davis Strait,East Greenland,1872,16,165,2767,32,,,SM0428,,Souter,SS130,Intrepid,steamer,434,
SV3091,Narwhal : 1872,Dundee,Davis Strait,East Greenland,1872,6,,4399,41,,,SM0278,,"M'Lennan, J",SS183,Narwhal,steamer,434,Originally had 801 in whale oil
SV3092,Polynia : 1872,Dundee,Davis Strait,Only whaling,1872,1,17,,,,,SM0549,,"Walker, W, (Jr?)",SS207,Polynia,steamer,358,"May have also sealed at EG, but no produce listed."
SV3093,Ravenscraig : 1872,Dundee,Davis Strait,East Greenland,1872,10,68,3670,34,,,SM0015,,Allan,SS225,Ravenscraig,steamer,558,
SV3094,Tay : 1872,Dundee,Davis Strait,East Greenland,1872,7,66,3350,35,,,SM0200,,Greig,SS261,Tay,steamer,455,
SV3095,Victor : 1872,Dundee,Davis Strait,East Greenland,1872,8,65,1414,11,,,SM0162,,Edwards,SS282,Victor,steamer,278,
SV3096,Active : 1872,Peterhead,East Greenland,East Greenland,1872,3,24,1211,23,,,SM0298,,"Martin, J, Sr",SS005,Active,steamer,380,"Still able to catch whales at EG under ideal conditions, but whales significantly smaller than DS, indicating a much more seriously damaged stock."
SV3104,Alert : 1872,Peterhead,Cumberland Gulf,,1872,,,,,,,SM0317,,"Milne, F",SS012,Alert,sailing vessel,130,Refer to SAW. CG.
SV3097,Alibi : 1872,Peterhead,East Greenland,East Greenland,1872,1,17,401,6,,,SM0284,,"Mackie, T",SS020,Alibi,sailing vessel,338,
SV3098,Eclipse : 1872,Peterhead,East Greenland,Only whaling,1872,15,220,,,,,SM0190,,"Gray, D",SS077,Eclipse,steamer,295,"Reported as hunting at EG, but size of whales and no seals indicate that it may have been DS?"
SV3099,Jan Mayen : 1872,Peterhead,Only sealing,East Greenland,1872,,,3976,62,,,SM0397,,"Salmon, W",SS135,Jan Mayen,steamer,233,
SV3100,Labrador : 1872,Peterhead,Only sealing,East Greenland,1872,,,2500,32,,,SM0188,,"Gray, A",SS152,Labrador,steamer,266,
SV3101,Mazinthien : 1872,Peterhead,East Greenland,East Greenland,1872,3,21,120,2,,,SM0197,,"Gray, J, Jr",SS176,Mazinthien,steamer,408,
SV3105,Perseverance : 1872,Peterhead,Cumberland Gulf,,1872,,,,,,,SM0330,,"Murray, A",SS202,Perseverance,sailing vessel,163,Refer to SAW. CG.
SV3102,Polar Star : 1872,Peterhead,Only sealing,East Greenland,1872,,,1450,18,,,SM0275,?,"M'Dougal, P",SS205,Polar Star,sailing vessel,215,
SV3106,Queen : 1872,Peterhead,Davis Strait,Only whaling,1872,0,0,,,nw,,SM0062,,"Brown, G",SS218,Queen,sailing vessel,379,'Clean.'
SV3103,Windward : 1872,Peterhead,East Greenland,East Greenland,1872,3,27,635,10,,,SM0561,,"Seller, W",SS289,Windward,steamer,321,
SV3107,Xanthus : 1872,Peterhead,Cumberland Gulf,,1872,,,,,,,SM0136,,"Davidson, C",SS291,Xanthus,sailing vessel,217,Refer to SAW. CG.
SV3108,Arctic : 1873,Dundee,Davis Strait,East Greenland,1873,28,240,5780,65,,,SM0003,,Adams,SS024,Arctic,steamer,434,
SV3109,Camperdown : 1873,Dundee,Davis Strait,East Greenland,1873,27,184,628,6,,,SM0186,,Gravill,SS043,Camperdown,steamer,424,
SV3110,Diana : 1873,Dundee,Only sealing,East Greenland,1873,,,137,3,,,SM0167,,"Fairweather, A",SS062,Diana,steamer,103,Dundee EG sealing experiment a failure - withdrawn the following season.
SV3111,Erik : 1873,Dundee,Davis Strait,East Greenland,1873,17,210,536,6,,,SM0507,,"Walker, J",SS092,Erik,steamer,412,Seems that some of the Dundee masters/owners were not prepared to put DS whaling at risk by pursuing EG sealing too agressively - common sense.
SV3112,Esquimaux : 1873,Dundee,Davis Strait,East Greenland,1873,19,120,9666,104,,,SM0542,,"Yule, C",SS095,Esquimaux,steamer,436,
SV3113,Intrepid : 1873,Dundee,Davis Strait,Only whaling,1873,23,180,,,,,SM0428,,Souter,SS130,Intrepid,steamer,434,Lists suggest that she may have also gone to EG sealing?
SV3114,Narwhal : 1873,Dundee,Davis Strait,East Greenland,1873,17,148,97,2,,,SM0278,,"M'Lennan, J",SS183,Narwhal,steamer,434,
SV3115,Polynia : 1873,Dundee,Davis Strait,East Greenland,1873,10,125,20,0,,,SM0249,,Kilgour,SS207,Polynia,steamer,358,
SV3119,Queen : 1873,Dundee,Only sealing,East Greenland,1873,,,4131,46,,,SM0062,,"Brown, G",SS218,Queen,sailing vessel,379,Had previously been used in the P'head CG trade. Used by Dundee in EG as a sailing vessel! Another example of Dundee expansion at the expense of P'head.
SV3116,Ravenscraig : 1873,Dundee,Davis Strait,East Greenland,1873,1,2,48,2,,,SM0015,,Allan,SS225,Ravenscraig,steamer,558,
SV3117,Tay : 1873,Dundee,Davis Strait,Only whaling,1873,3,28,,,,,SM0200,,Greig,SS261,Tay,steamer,455,Lists suggest that she may have also gone to EG sealing?
SV3118,Victor : 1873,Dundee,Davis Strait,East Greenland,1873,13,75,8568,75,,"Broughty Castle Museum, Dundee",SM0162,,Edwards,SS282,Victor,steamer,278,
SV3120,Active : 1873,Peterhead,Only sealing,East Greenland,1873,,,759,10,,,SM0298,,"Martin, J, Sr",SS005,Active,steamer,380,
SV3131,Alert : 1873,Peterhead,Cumberland Gulf,,1873,,,,,,,SM0502,,Walker,SS012,Alert,sailing vessel,130,Refer to SAW. CG.
SV3128,Clara : 1873,Peterhead,Cumberland Gulf,,1873,,,,,,,SM0000,,Unknown,SS050,Clara,steamer,153,"Refer to SAW. Appears not to have wintered, but rather collected for Noble's land station."
SV3121,Eclipse : 1873,Peterhead,East Greenland,East Greenland,1873,2,16,7660,175,,,SM0190,,"Gray, D",SS077,Eclipse,steamer,295,"Like the Hope, a purpose built whaling/sealing steamer for the Gray's by Hall, Aberdeen."
SV3122,Hope : 1873,Peterhead,Only sealing,East Greenland,1873,,,9058,206,,,SM0197,,"Gray, J, Jr",SS126,Hope,steamer,307,"Like the Eclipse, a purpose built whaling/sealing steamer for the Gray's by Hall, Aberdeen."
SV3123,Jan Mayen : 1873,Peterhead,Only sealing,East Greenland,1873,,,3610,84,,,SM0397,,"Salmon, W",SS135,Jan Mayen,steamer,233,
SV3124,Labrador : 1873,Peterhead,Only sealing,East Greenland,1873,,,7200,140,,,SM0188,,"Gray, A",SS152,Labrador,steamer,246,
SV3125,Mazinthien : 1873,Peterhead,Only sealing,East Greenland,1873,,,1300,15,,,SM0284,,"Mackie, T",SS176,Mazinthien,steamer,408,
SV3130,Perseverance : 1873,Peterhead,Cumberland Gulf,,1873,,,,,,,SM0330,,"Murray, A",SS202,Perseverance,sailing vessel,163,Refer to SAW. CG.
SV3126,Polar Star : 1873,Peterhead,Only sealing,East Greenland,1873,,,6185,68,,,SM0275,,"M'Dougal, D",SS205,Polar Star,sailing vessel,215,Sail still able to do as well under good conditions - also perhaps a little luck - the lottery effect.
SV3127,Windward : 1873,Peterhead,Only sealing,East Greenland,1873,,,8240,124,,,SM0561,,"Seller, W",SS289,Windward,steamer,321,
SV3129,Xanthus : 1873,Peterhead,Cumberland Gulf,,1873,,,,,,,SM0136,,"Davidson, C",SS291,Xanthus,sailing vessel,217,Refer to SAW. CG.
SV3132,Active : 1874,Dundee,Davis Strait,East Greenland,1874,25,155,3212,56,,,SM0167,,"Fairweather, A",SS005,Active,steamer,237,"If Active is not a “new” vessel, then tonnage was reduced with transfer to Dundee. "
SV3133,Arctic : 1874,Dundee,Davis Strait,East Greenland,1874,17,180,7500,93,,,SM0003,,Adams,SS024,Arctic,steamer,434,Despite this catch - Lost at DS (produce recorded; covered by insurance?). Replaced by Arctic 2 the following year.
SV3134,Camperdown : 1874,Dundee,Davis Strait,East Greenland,1874,31,180,2041,55,,,SM0186,,Gravill,SS043,Camperdown,steamer,424,
SV3135,Erik : 1874,Dundee,Davis Strait,East Greenland,1874,11,103,2582,48,,,SM0507,,"Walker, J",SS092,Erik,steamer,412,
SV3136,Esquimaux : 1874,Dundee,Davis Strait,East Greenland,1874,16,125,10210,130,,,SM0542,,"Yule, C",SS095,Esquimaux,steamer,436,
SV3137,Intrepid : 1874,Dundee,Davis Strait,East Greenland,1874,24,185,2233,26,,,SM0428,,Souter,SS130,Intrepid,steamer,434,
SV3138,Narwhal : 1874,Dundee,Davis Strait,East Greenland,1874,8,86,2667,31,,"Broughty Castle Museum, Dundee",SM0278,,"M'Lennan, J",SS183,Narwhal,steamer,434,
SV3139,Polynia : 1874,Dundee,Davis Strait,East Greenland,1874,18,155,2319,30,,,SM0249,,Kilgour,SS207,Polynia,steamer,358,
SV3140,Ravenscraig : 1874,Dundee,Davis Strait,East Greenland,1874,16,110,7800,70,,,SM0043,,Bannerman,SS225,Ravenscraig,steamer,558,
SV3141,Tay : 1874,Dundee,Davis Strait,East Greenland,1874,0,0,2685,30,,,SM0265,,Loffey,SS261,Tay,steamer,455,"Lost at DS. Seals may have been first off loaded, or insurance?"
SV3142,Victor : 1874,Dundee,Davis Strait,East Greenland,1874,24,140,838,7,,,SM0149,,Deuchers,SS282,Victor,steamer,278,
SV3150,Alert : 1874,Peterhead,Cumberland Gulf,,1874,,,,,,,SM0317,,"Milne, F",SS012,Alert,sailing vessel,130,Refer to SAW. CG.
SV3144,Eclipse : 1874,Peterhead,East Greenland,East Greenland,1874,2,14,1402,37,,,SM0190,,"Gray, D",SS077,Eclipse,steamer,295,"EG bowheads small, as expected."
SV3145,Hope : 1874,Peterhead,Only sealing,East Greenland,1874,,,2627,71,,,SM0197,,"Gray, J, Jr",SS126,Hope,steamer,307,
SV3146,Jan Mayen : 1874,Peterhead,Only sealing,East Greenland,1874,,,3013,58,,,SM0397,,"Salmon, W",SS135,Jan Mayen,steamer,233,
SV3143,Labrador : 1874,Peterhead,Only sealing,East Greenland,1874,,,3000,35,,,SM0188,,"Gray, A",SS152,Labrador,steamer,266,
SV3147,Mazinthien : 1874,Peterhead,Davis Strait,Only whaling,1874,8,80,,,,,SM0069,,"Bruce, W",SS176,Mazinthien,steamer,408,Recent success at DS also continues to attract the attention of the odd P'head owner/master.
SV3151,Perseverance : 1874,Peterhead,Cumberland Gulf,,1874,,,,,,,SM0330,,"Murray, A",SS202,Perseverance,sailing vessel,163,Refer to SAW. CG.
SV3148,Polar Star : 1874,Peterhead,Only sealing,East Greenland,1874,,,411,4,,,SM0052,,"Birnie, J",SS205,Polar Star,steamer,215,
SV3149,Windward : 1874,Peterhead,Only sealing,East Greenland,1874,,,1071,26,,,SM0275,,"M'Dougal, D",SS289,Windward,steamer,321,
SV3152,Xanthus : 1874,Peterhead,Only sealing,East Greenland,1874,,,300,5,,,SM0136,,"Davidson, C",SS291,Xanthus,sailing vessel,217,Then off to CG.
SV3153,Active : 1875,Dundee,Davis Strait,East Greenland,1875,15,98,59,1,,,SM0167,,"Fairweather, A",SS005,Active,steamer,237,
SV3154,Arctic 2 : 1875,Dundee,Davis Strait,East Greenland,1875,8,112,12478,105,,,SM0003,,Adams,SS025,Arctic 2,steamer,522,Newly built by Stephen and Co to replace Arctic lost at ds the previous year - incorporates all of the new advantages the now foremost 'ice-navigation' builder has developed – and enjoys immediate success.
SV3155,Camperdown : 1875,Dundee,Davis Strait,Only whaling,1875,4,40,,,,,SM0186,,Gravill,SS043,Camperdown,steamer,424,"All Dundee ships 'shown' to have also sealed at EG, but no produce recorded! Probably did not seal at EG (thus reducing competition for those which did), or catch not recorded, or masters did not linger if prospects not good for fear of missing DS whaling, or…???"
SV3156,Erik : 1875,Dundee,Davis Strait,Only whaling,1875,7,84,,,,,SM0507,,"Walker, J",SS092,Erik,steamer,412,"All Dundee ships 'shown' to have also sealed at EG, but no produce recorded! Probably did not seal at EG (thus reducing competition for those which did), or catch not recorded, or masters did not linger if prospects not good for fear of missing DS whaling, or…???"
SV3160,Esquimaux : 1875,Dundee,Davis Strait,East Greenland,1875,5,40,13769,130,,,SM0542,,"Yule, C",SS095,Esquimaux,steamer,436,
SV3161,Intrepid : 1875,Dundee,Davis Strait,East Greenland,1875,2,36,9730,105,,,SM0428,,Souter,SS130,Intrepid,steamer,434,
SV3157,Jan Mayen : 1875,Dundee,Davis Strait,Only whaling,1875,7,59,,,,,SM0149,,Deuchers,SS136,Jan Mayen,steamer,319,"All Dundee ships 'shown' to have also sealed at EG, but no produce recorded! Probably did not seal at EG (thus reducing competition for those which did), or catch not recorded, or masters did not linger if prospects not good for fear of missing DS whaling, or…???"
SV3158,Narwhal : 1875,Dundee,Davis Strait,Only whaling,1875,4,31,,,,,SM0278,,"M'Lennan, J",SS183,Narwhal,steamer,434,"All Dundee ships 'shown' to have also sealed at EG, but no produce recorded! Probably did not seal at EG (thus reducing competition for those which did), or catch not recorded, or masters did not linger if prospects not good for fear of missing DS whaling, or…???"
SV3159,Nova Zembla : 1875,Dundee,Davis Strait,Only whaling,1875,9,70,,,,,SM0265,,Loffey,SS190,Nova Zembla,steamer,255,"All Dundee ships 'shown' to have also sealed at EG, but no produce recorded! Probably did not seal at EG (thus reducing competition for those which did), or catch not recorded, or masters did not linger if prospects not good for fear of missing DS whaling, or…???"
SV3162,Polynia : 1875,Dundee,Davis Strait,East Greenland,1875,9,66,5122,42,,,SM0249,,Kilgour,SS207,Polynia,steamer,358,
SV3163,Ravenscraig : 1875,Dundee,Davis Strait,East Greenland,1875,3,35,3234,35,,,SM0043,,Bannerman,SS225,Ravenscraig,steamer,558,
SV3164,Victor : 1875,Dundee,Davis Strait,East Greenland,1875,6,35,54,1,,,SM0337,?,Nicoll,SS282,Victor,steamer,278,
SV3173,Alert : 1875,Peterhead,Cumberland Gulf,,1875,,,,,,,SM0502,,Walker,SS012,Alert,sailing vessel,130,Refer to SAW. CG.
SV3165,Eclipse : 1875,Peterhead,East Greenland,East Greenland,1875,1,16,9769,112,,,SM0190,,"Gray, D",SS077,Eclipse,steamer,295,Ongoing success of the Gray family.
SV3171,Germania : 1875,Peterhead,Cumberland Gulf,,1875,,,,,,,SM0286,,Mahlested,SS107,Germania,sailing vessel,292,Refer to SAW. CG.
SV3166,Hope : 1875,Peterhead,East Greenland,East Greenland,1875,1,12,10429,138,,,SM0197,,"Gray, J, Jr",SS126,Hope,steamer,307,Ongoing success of the Gray family.
SV3168,Jan Mayen : 1875,Peterhead,Davis Strait,Only whaling,1875,2,30,,,360 ww (30),,SM0397,,"Salmon, W",SS135,Jan Mayen,steamer,233,"Note: Includes 50 narwhals - with EG seal stock reaching an uneconomic level, P'head entrepreneurs, without the resources of their Dundee counterparts, increasingly turn to WW (white whales/belugas) hunting (mostly at DS) and also BB (bottle nosed whales) at"
SV3167,Labrador : 1875,Peterhead,Only sealing,East Greenland,1875,,,7020,98,,,SM0188,,"Gray, A",SS152,Labrador,steamer,266,Ongoing success of the Gray family.
SV3169,Mazinthien : 1875,Peterhead,Davis Strait,Only whaling,1875,2,5,,,,,SM0069,,"Bruce, W",SS176,Mazinthien,steamer,408,
SV3174,Perseverance : 1875,Peterhead,Cumberland Gulf,,1875,,,,,,,SM0330,,"Murray, A",SS202,Perseverance,sailing vessel,163,Refer to SAW. CG.
SV3175,Polar Star : 1875,Peterhead,Cumberland Gulf,,1875,,,,,,,SM0052,,"Birnie, J",SS205,Polar Star,sailing vessel,215,Refer to SAW. CG.
SV3170,Windward : 1875,Peterhead,Only sealing,East Greenland,1875,,,0,0,,,SM0275,,"M'Dougal, D",SS289,Windward,steamer,321,No catch recorded.
SV3172,Xanthus : 1875,Peterhead,Cumberland Gulf,,1875,,,,,,,SM0136,,"Davidson, C",SS291,Xanthus,sailing vessel,217,Refer to SAW. CG.
SV3177,Active : 1876,Dundee,Davis Strait,East Greenland,1876,9,111,2232,20,,,SM0167,,"Fairweather, A",SS005,Active,steamer,237,
SV3176,Arctic 2 : 1876,Dundee,Davis Strait,Newfoundland,1876,6,93,3872,57,,,SM0003,,Adams,SS025,Arctic 2,steamer,522,
SV3178,Camperdown : 1876,Dundee,Davis Strait,East Greenland,1876,5,58,4566,43,,,SM0186,,Gravill,SS043,Camperdown,steamer,424,
SV3179,Erik : 1876,Dundee,Davis Strait,East Greenland,1876,11,141,6593,58,,,SM0507,,"Walker, J",SS092,Erik,steamer,412,
SV3180,Esquimaux : 1876,Dundee,Davis Strait,East Greenland,1876,5,55,6613,105,,,SM0542,,"Yule, C",SS095,Esquimaux,steamer,436,
SV3181,Intrepid : 1876,Dundee,Davis Strait,East Greenland,1876,3,37,2080,19,,,SM0428,,Souter,SS130,Intrepid,steamer,434,
SV3182,Jan Mayen : 1876,Dundee,Davis Strait,East Greenland,1876,6,63,5505,57,,,SM0149,,Deuchers,SS136,Jan Mayen,steamer,319,
SV3183,Narwhal : 1876,Dundee,Davis Strait,East Greenland,1876,6,72,2367,26,,,SM0278,,"M'Lennan, J",SS183,Narwhal,steamer,434,
SV3184,Nova Zembla : 1876,Dundee,Davis Strait,East Greenland,1876,2,26,11138,109,,,SM0265,,Loffey,SS190,Nova Zembla,steamer,255,
SV3185,Polynia : 1876,Dundee,Davis Strait,East Greenland,1876,7,77,6885,89,,,SM0249,,Kilgour,SS207,Polynia,steamer,358,
SV3186,Ravenscraig : 1876,Dundee,Davis Strait,Only whaling,1876,0,0,,,,,SM0043,,Bannerman,SS225,Ravenscraig,steamer,558,'Clean.'
SV3187,Victor : 1876,Dundee,Davis Strait,East Greenland,1876,5,52,3272,30,,,SM0337,?,Nicoll,SS282,Victor,steamer,278,
SV3193,Alert : 1876,Peterhead,Cumberland Gulf,,1876,,,,,,,SM0502,,Walker,SS012,Alert,sailing vessel,130,Refer to SAW. CG.
SV3188,Eclipse : 1876,Peterhead,East Greenland,Only whaling,1876,12,115,,,,,SM0190,,"Gray, D",SS077,Eclipse,steamer,295,"Looks as though Gray was able to capture whales at EG because of particularly favourable hunting conditions and the experience he had been able to gather in this area, his preferred grounds."
SV3189,Hope : 1876,Peterhead,East Greenland,East Greenland,1876,1,16,1836,34,,,SM0197,,"Gray, J, Jr",SS126,Hope,steamer,307,Probably hoods and/or mature harps rather than whitecoats.
SV3190,Jan Mayen : 1876,Peterhead,Davis Strait,Only whaling,1876,,,,,700 ww (90),,SM0397,,"Salmon, W",SS135,Jan Mayen,steamer,233,"Note: Had taken 700 ww - turning to other opportunities, but hated by the crews as 'dirty' work in the form of drives."
SV3191,Labrador : 1876,Peterhead,Only sealing,East Greenland,1876,,,0,0,,,SM0188,,"Gray, A",SS152,Labrador,steamer,266,'Clean.'
SV3192,Mazinthien : 1876,Peterhead,Only sealing,East Greenland,1876,,,2317,40,,,SM0275,,"M'Dougal, D",SS176,Mazinthien,steamer,408,
SV3194,Perseverance : 1876,Peterhead,Cumberland Gulf,,1876,,,,,,,SM0330,,"Murray, A",SS202,Perseverance,steamer,163,Refer to SAW. CG.
SV3195,Polar Star : 1876,Peterhead,Cumberland Gulf,,1876,,,,,,,SM0052,,"Birnie, J",SS205,Polar Star,steamer,215,Refer to SAW. CG.
SV3196,Xanthus : 1876,Peterhead,Cumberland Gulf,,1876,,,,,,,SM0136,,"Davidson, C",SS291,Xanthus,sailing vessel,217,Refer to SAW. CG.
SV3197,Active : 1877,Dundee,Davis Strait,East Greenland,1877,3,52,3503,48,,,SM0167,,"Fairweather, A",SS005,Active,steamer,237,
SV3208,Arctic 2 : 1877,Dundee,Davis Strait,Newfoundland,1877,10,120,27585,275,,,SM0003,,Adams,SS025,Arctic 2,steamer,522,"Return to NL with unmatched success, thus promoting an increase in the effort and decline of the EG segment (replacement)."
SV3209,Aurora : 1877,Dundee,Davis Strait,Newfoundland,1877,8,93,16230,160,ww (55),,SM0043,,Bannerman,SS027,Aurora,steamer,367,"Another new Stephen ship, smaller than Arctic 2 , which newspapers claim maker her more manoeuvrable. Note: oil includes 550 ww."
